HH,hour,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13
0,625,156817.54200000016,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,625,366772.2370000001,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2,625,31063.16999999998,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,625,110358.78300000008,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,625,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,625,2199.8420000000037,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,625,424128.3089999994,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7,625,114286.67000000014,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,625,191896.8430000003,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,625,59449.94400000008,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,625,37941.273999999976,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,625,32562.707000000155,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,625,55568.869000000566,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,625,131119.02499999994,1,1,0,1,0,0,0,1,0,0,0,0,0,0
0,626,126931.96700000025,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1,626,505790.97200000007,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,626,374651.6580000016,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,626,359649.0159999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,626,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,626,2088.320000000003,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,626,731207.6359999995,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,626,570907.6299999997,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8,626,145678.09700000013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,626,780301.8580000012,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,626,436396.1519999987,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,626,29286.526000000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,626,37405.98399999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,626,1095309.9929999986,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,627,202679.1179999999,0,0,1,0,0,0,0,1,0,1,0,1,0,0
1,627,725469.4190000029,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,627,350177.06700000213,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,627,351049.7840000025,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,627,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,627,2237.7980000000052,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,627,932412.7750000022,0,0,1,0,1,1,0,0,0,0,0,1,0,0
7,627,542085.8000000004,0,1,1,0,1,0,1,1,0,0,0,0,0,0
8,627,266492.674,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,627,729609.0139999972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,627,408395.38399999624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,627,33689.563000000126,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,627,88643.54300000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,627,1028922.760999999,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,628,153738.95000000056,0,0,0,0,0,1,1,1,0,1,0,1,0,0
1,628,356214.6380000016,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2,628,39551.683999999885,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3,628,113869.59400000056,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,628,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,628,2287.5130000000013,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,628,410347.9379999991,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7,628,123195.73600000047,1,1,1,0,1,0,1,0,0,0,0,0,0,0
8,628,184751.9000000004,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,628,75390.08299999972,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,628,41487.70600000006,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,628,35921.87800000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,628,58214.90900000058,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,628,136866.36099999998,1,1,1,1,0,0,0,1,0,0,0,0,0,0
0,629,160892.68600000005,0,1,0,0,0,1,1,1,0,1,0,1,0,0
1,629,367055.45799999963,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,629,46734.7729999999,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,629,113639.74900000056,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,629,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,629,2395.1890000000017,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,629,398233.13600000116,0,0,0,0,1,0,1,0,0,0,1,0,0,0
7,629,118729.35700000006,0,1,1,0,1,0,1,0,0,0,0,0,0,0
8,629,190880.33800000002,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9,629,85624.49400000014,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,629,63628.563999999984,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,629,33222.421000000075,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,629,65402.21500000004,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,629,148919.75200000033,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,630,661851.422,0,1,1,0,0,1,1,0,0,1,0,0,0,0
1,630,1805660.774000001,1,0,0,0,1,1,0,0,1,0,0,0,0,1
2,630,419370.850000001,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,630,190294.74599999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,630,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,630,2263.0800000000036,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,630,1088198.934999999,0,0,1,0,0,1,1,0,0,0,1,1,0,0
7,630,274821.3399999997,0,1,1,0,1,0,0,1,0,0,0,0,0,0
8,630,825110.3439999993,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9,630,719477.6079999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,630,692374.7099999983,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,630,33198.472000000096,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,630,625886.1910000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,630,647699.938000001,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,631,564207.923999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,631,1492834.3249999974,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,631,398441.49900000094,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,631,199056.1350000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,631,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,631,2378.396000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,631,842209.3429999998,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7,631,293280.9549999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,631,666614.1850000015,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,631,684402.5070000004,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,631,657812.5699999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,631,33047.11100000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,631,533427.1649999977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,631,651347.6719999992,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,632,628902.948999999,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,632,1713585.439,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2,632,397993.1689999997,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3,632,199619.54599999986,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,632,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,632,2250.894000000002,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,632,1050284.715000001,1,0,1,0,0,1,0,0,0,0,1,1,0,0
7,632,293775.91999999934,1,1,1,0,1,0,0,1,0,0,0,0,0,0
8,632,774435.7709999993,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9,632,683097.036,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,632,656824.9789999962,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,632,33286.978000000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,632,584175.7979999991,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,632,651658.934,1,1,1,1,0,1,0,1,0,0,0,1,0,0
0,633,563477.9020000006,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,633,1504375.1599999985,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,633,398196.81399999995,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,633,113309.90900000022,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,633,82570.37499999994,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5,633,13227.492000000024,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6,633,761332.1619999991,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7,633,118015.86900000022,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,633,719329.1739999994,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,633,696432.4109999994,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,633,657013.6489999976,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,633,57451.13699999977,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,633,612851.2590000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,633,449052.5590000005,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,634,398022.25399999984,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,634,1001946.9969999996,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2,634,290931.7480000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,634,118907.57900000029,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,634,45409.329999999965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,634,8288.527999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,634,511944.75999999914,0,0,1,0,0,1,1,0,0,0,0,1,0,0
7,634,129519.30700000022,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,634,479721.3129999997,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9,634,508442.85199999885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,634,476095.86599999457,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,634,46438.655999999646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,634,403796.9569999991,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,634,370329.45899999945,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,635,187881.48299999943,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,635,480555.3449999995,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2,635,30732.019999999975,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,635,100726.62000000032,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,635,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,635,2320.8110000000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,635,522524.19699999894,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7,635,101641.45399999997,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,635,248748.09300000034,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,635,58302.063000000126,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,635,37537.40999999996,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,635,30622.980000000087,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,635,85186.4360000008,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,635,117751.10199999993,1,1,0,1,0,0,0,1,0,0,0,0,0,0
0,636,117600.28099999981,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,636,219467.68699999942,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,636,32071.23999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,636,85455.83600000008,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,636,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,636,2305.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,636,266506.1419999992,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,636,61841.13500000007,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,636,138850.46000000046,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,636,61109.02899999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,636,39112.41800000006,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,636,33087.53900000016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,636,37823.04600000038,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,636,70768.90100000032,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,637,140104.65399999995,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,637,298936.6380000011,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2,637,31691.769999999935,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,637,84837.29700000031,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,637,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,637,2220.955999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,637,340325.8799999998,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,637,61287.957000000206,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,637,177450.33500000014,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,637,60529.94499999995,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,637,38686.535,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,637,32953.79500000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,637,56154.70400000013,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,637,70174.95600000002,1,1,0,1,0,0,0,1,0,0,0,0,0,0
0,638,175278.48200000002,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,638,416208.6820000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,638,32034.003999999928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,638,86159.35900000035,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,638,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,638,2348.610000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,638,451142.78899999853,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,638,62192.887000000046,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,638,235085.06600000078,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,638,61091.585000000145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,638,39012.92200000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,638,33355.49400000013,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,638,81934.5400000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,638,70941.9480000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,639,83798.20799999993,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,639,103399.95100000013,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2,639,32067.22999999995,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,639,85510.39800000042,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,639,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,639,2287.2350000000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,639,157256.17799999935,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7,639,61658.621000000225,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,639,81773.66800000028,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,639,61154.0299999999,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,639,39112.42000000019,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,639,33033.077000000165,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,639,11768.100999999933,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,639,70875.10800000015,1,1,0,1,0,0,0,1,0,0,0,0,0,0
0,640,177375.96200000017,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,640,430673.4490000006,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,640,31690.321999999935,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,640,82981.0030000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,640,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,640,2285.015000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,640,462291.20399999776,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,640,60614.095,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,640,240827.5670000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,640,60503.67399999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,640,38575.077999999994,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,640,31858.157000000072,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,640,86110.4280000003,1,0,1,1,0,0,0,0,0,0,0,0,0,0
13,640,70198.18500000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,641,119844.24899999973,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1,641,424114.78800000023,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,641,282492.2760000008,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,641,261290.29500000057,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,641,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,641,2140.5710000000017,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,641,582989.7419999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,641,391971.86100000027,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8,641,151682.11700000055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,641,587926.8539999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,641,329977.1660000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,641,27369.26500000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,641,48573.75100000059,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,641,776722.9620000023,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,642,115139.4509999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,642,484591.65099999955,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,642,430280.8990000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,642,378442.75700000115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,642,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,642,2338.0720000000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,642,723247.9619999984,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,642,589809.3239999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,642,138401.41600000014,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,642,896949.4349999975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,642,500395.15599999635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,642,30676.469000000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,642,39905.600000000064,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,642,1188351.4470000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,643,154331.09300000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,643,358990.2579999988,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,643,17237.672000000122,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,643,67222.16399999977,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,643,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,643,2233.8810000000058,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,643,385589.16000000096,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,643,40401.07800000007,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,643,206570.70700000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,643,30753.683000000045,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,643,21130.897000000015,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,643,28964.556999999953,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,643,72118.57500000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,643,32337.85999999995,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,644,85958.99900000026,0,0,0,0,0,1,1,1,0,1,0,1,0,0
1,644,109673.93000000004,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,644,18472.88800000006,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,644,72650.24400000021,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,644,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,644,2217.6760000000013,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,644,153872.5000000003,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,644,42680.433000000085,0,1,1,0,1,0,1,0,0,0,0,0,0,0
8,644,87498.30099999972,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,644,32897.96500000009,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,644,23271.912000000033,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,644,31561.37000000016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,644,15491.36699999993,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,644,33406.411000000015,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,645,147299.3009999996,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,645,354514.41200000147,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,645,16318.540000000028,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,645,58823.25600000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,645,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,645,1823.5880000000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,645,370789.9960000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,645,34370.03699999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,645,200955.4060000008,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,645,28665.633000000114,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,645,21292.107999999986,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,645,25722.746000000086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,645,73735.87200000053,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,645,27462.554999999877,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,646,8538.742999999995,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,646,22611.96699999978,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,646,7998.401999999976,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,646,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,646,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,646,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,646,5799.663000000007,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,646,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,646,10715.82400000008,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,646,13608.370999999954,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,646,13504.904000000026,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,646,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,646,11148.043999999947,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,646,6844.628999999955,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,647,8505.714999999998,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,647,22542.239999999794,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,647,7989.736999999975,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,647,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,647,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,647,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,647,5775.474999999996,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,647,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,647,10681.940000000059,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,647,13563.88699999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,647,13465.79600000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,647,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,647,11120.499999999922,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,647,6813.32599999995,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,648,8488.544999999982,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,648,22449.36699999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,648,7944.34299999997,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,648,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,648,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,648,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,648,5752.430999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,648,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,648,10638.245000000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,648,13514.488999999969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,648,13410.048000000037,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,648,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,648,11080.366999999931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,648,6799.1989999999505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,649,8439.868999999992,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,649,22404.476999999824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,649,7921.420999999968,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,649,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,649,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,649,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,649,5742.470999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,649,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,649,10610.224000000051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,649,13487.464999999975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,649,13392.95000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,649,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,649,11041.770999999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,649,6784.271999999948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,650,8498.126999999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,650,22492.683999999845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
